TEMP PH ORP EC TDS SAL SG DO SAT TIME
4.233 8.10 110.30 23590.00 12741.00 13.59 1.01 112.49 0.00 1:2:24 D/M/Y:31/12/2095
4.234 8.10 110.30 23610.00 12752.00 13.60 1.01 112.95 0.00 1:2:40 D/M/Y:31/12/2095
4.219 8.10 110.20 23640.00 12765.00 13.61 1.01 110.20 0.00 1:2:54 D/M/Y:31/12/2095
4.225 8.10 110.40 23580.00 12736.00 13.58 1.01 112.65 0.00 1:3:10 D/M/Y:31/12/2095
4.225 8.10 110.30 23580.00 12736.00 13.58 1.01 112.97 0.00 1:3:26 D/M/Y:31/12/2095
4.228 8.10 110.20 23590.00 12743.00 13.59 1.01 110.15 0.00 1:3:42 D/M/Y:31/12/2095
4.233 8.10 110.30 23650.00 12776.00 13.63 1.01 112.23 0.00 1:3:58 D/M/Y:31/12/2095
4.233 8.10 110.30 23650.00 12775.00 13.63 1.01 112.37 0.00 1:4:14 D/M/Y:31/12/2095
4.231 8.10 110.30 23680.00 12792.00 13.65 1.01 110.57 0.00 1:4:30 D/M/Y:31/12/2095
4.231 8.10 110.20 23640.00 12770.00 13.62 1.01 112.05 0.00 1:4:46 D/M/Y:31/12/2095
4.223 8.10 110.20 23650.00 12773.00 13.62 1.01 110.59 0.00 1:5:5 D/M/Y:31/12/2095
4.222 8.10 110.20 23640.00 12766.00 13.61 1.01 112.08 0.00 1:5:21 D/M/Y:31/12/2095
4.225 8.10 110.20 23690.00 12797.00 13.65 1.01 112.27 0.00 1:5:37 D/M/Y:31/12/2095
4.223 8.10 110.20 23620.00 12759.00 13.60 1.01 110.32 0.00 1:5:53 D/M/Y:31/12/2095
4.222 8.10 110.10 23630.00 12761.00 13.61 1.01 112.13 0.00 1:6:9 D/M/Y:31/12/2095
4.228 8.10 110.10 23580.00 12733.00 13.57 1.01 112.61 0.00 1:6:25 D/M/Y:31/12/2095
4.219 8.10 110.10 23560.00 12724.00 13.56 1.01 112.72 0.00 1:6:41 D/M/Y:31/12/2095
4.219 8.10 110.20 23570.00 12731.00 13.57 1.01 112.81 0.00 1:6:57 D/M/Y:31/12/2095
4.227 8.10 109.90 23590.00 12740.00 13.58 1.01 112.80 0.00 1:7:13 D/M/Y:31/12/2095
4.222 8.10 110.10 23630.00 12763.00 13.61 1.01 112.09 0.00 1:7:29 D/M/Y:31/12/2095
4.219 8.10 110.20 23660.00 12777.00 13.63 1.01 111.18 0.00 1:7:45 D/M/Y:31/12/2095
4.223 8.10 110.00 23810.00 12859.00 13.72 1.01 111.04 0.00 1:8:1 D/M/Y:31/12/2095
4.229 8.10 110.00 23820.00 12866.00 13.73 1.01 111.58 0.00 1:8:17 D/M/Y:31/12/2095
4.223 8.10 110.10 23800.00 12853.00 13.71 1.01 113.00 0.00 1:8:33 D/M/Y:31/12/2095
4.223 8.10 110.10 23820.00 12866.00 13.73 1.01 112.89 0.00 1:8:47 D/M/Y:31/12/2095
4.222 8.10 110.20 23840.00 12875.00 13.74 1.01 110.28 0.00 1:9:3 D/M/Y:31/12/2095
4.210 8.10 110.10 23840.00 12874.00 13.74 1.01 111.79 0.00 1:9:19 D/M/Y:31/12/2095
4.213 8.10 110.20 23840.00 12874.00 13.74 1.01 111.91 0.00 1:9:36 D/M/Y:31/12/2095
4.216 8.11 110.20 23860.00 12886.00 13.75 1.01 110.90 0.00 1:9:52 D/M/Y:31/12/2095
4.219 8.11 110.10 23850.00 12881.00 13.74 1.01 111.80 0.00 1:10:6 D/M/Y:31/12/2095
4.217 8.10 110.10 23870.00 12894.00 13.76 1.01 113.75 0.00 1:10:22 D/M/Y:31/12/2095
4.213 8.10 110.20 23910.00 12913.00 13.78 1.01 114.11 0.00 1:10:39 D/M/Y:31/12/2095
4.205 8.10 110.00 23890.00 12902.00 13.77 1.01 113.57 0.00 1:10:55 D/M/Y:31/12/2095
4.210 8.10 110.00 23860.00 12888.00 13.75 1.01 114.07 0.00 1:11:11 D/M/Y:31/12/2095
4.206 8.10 110.10 23950.00 12935.00 13.81 1.01 113.33 0.00 1:11:27 D/M/Y:31/12/2095
4.207 8.10 110.00 23950.00 12936.00 13.81 1.01 114.21 0.00 1:11:43 D/M/Y:31/12/2095
4.203 8.10 110.00 24000.00 12963.00 13.84 1.01 113.42 0.00 1:11:59 D/M/Y:31/12/2095
4.207 8.10 109.90 23980.00 12951.00 13.83 1.01 112.89 0.00 1:12:15 D/M/Y:31/12/2095
4.210 8.10 110.10 23980.00 12954.00 13.83 1.01 113.22 0.00 1:12:31 D/M/Y:31/12/2095
4.210 8.11 109.90 23990.00 12959.00 13.83 1.01 112.89 0.00 1:12:47 D/M/Y:31/12/2095
4.217 8.11 110.00 24010.00 12969.00 13.85 1.01 113.38 0.00 1:13:3 D/M/Y:31/12/2095
4.217 8.10 109.90 24060.00 12992.00 13.87 1.01 113.89 0.00 1:13:19 D/M/Y:31/12/2095
4.211 8.11 109.80 23980.00 12954.00 13.83 1.01 113.28 0.00 1:13:35 D/M/Y:31/12/2095
4.211 8.11 109.90 23920.00 12918.00 13.79 1.01 114.62 0.00 1:13:51 D/M/Y:31/12/2095
4.210 8.10 110.00 23930.00 12925.00 13.80 1.01 113.26 0.00 1:14:7 D/M/Y:31/12/2095
4.213 8.10 110.00 23900.00 12909.00 13.78 1.01 112.90 0.00 1:14:23 D/M/Y:31/12/2095
4.217 8.10 110.10 23910.00 12912.00 13.78 1.01 112.57 0.00 1:14:37 D/M/Y:31/12/2095
4.213 8.11 110.00 23910.00 12914.00 13.78 1.01 112.73 0.00 1:14:53 D/M/Y:31/12/2095
4.215 8.10 110.00 24090.00 13012.00 13.90 1.01 113.14 0.00 1:15:10 D/M/Y:31/12/2095
4.216 8.10 110.10 24180.00 13060.00 13.95 1.01 111.83 0.00 1:15:24 D/M/Y:31/12/2095
4.217 8.11 110.10 24170.00 13056.00 13.95 1.01 113.06 0.00 1:15:40 D/M/Y:31/12/2095
4.221 8.10 110.10 24320.00 13136.00 14.04 1.01 111.86 0.00 1:15:56 D/M/Y:31/12/2095
4.217 8.11 110.10 24350.00 13152.00 14.06 1.01 112.96 0.00 1:16:12 D/M/Y:31/12/2095
4.207 8.11 110.00 24470.00 13216.00 14.13 1.01 113.41 0.00 1:16:28 D/M/Y:31/12/2095
4.212 8.11 110.10 24480.00 13222.00 14.14 1.01 113.37 0.00 1:16:44 D/M/Y:31/12/2095
4.216 8.11 110.10 24440.00 13202.00 14.12 1.01 111.28 0.00 1:17:0 D/M/Y:31/12/2095
4.223 8.11 110.10 24440.00 13200.00 14.11 1.01 112.27 0.00 1:17:16 D/M/Y:31/12/2095
4.221 8.11 110.10 24520.00 13242.00 14.16 1.01 112.56 0.00 1:17:32 D/M/Y:31/12/2095
4.219 8.11 110.10 24570.00 13269.00 14.19 1.01 111.15 0.00 1:17:48 D/M/Y:31/12/2095
4.217 8.11 110.10 24510.00 13237.00 14.16 1.01 110.81 0.00 1:18:5 D/M/Y:31/12/2095
4.215 8.11 110.10 24480.00 13221.00 14.14 1.01 111.23 0.00 1:18:21 D/M/Y:31/12/2095
4.215 8.11 110.20 24360.00 13158.00 14.06 1.01 113.16 0.00 1:18:37 D/M/Y:31/12/2095
4.217 8.11 110.20 24470.00 13214.00 14.13 1.01 112.74 0.00 1:18:53 D/M/Y:31/12/2095
4.223 8.11 110.20 24510.00 13238.00 14.16 1.01 112.36 0.00 1:19:9 D/M/Y:31/12/2095
4.230 8.11 110.10 24530.00 13247.00 14.17 1.01 112.79 0.00 1:19:25 D/M/Y:31/12/2095
4.231 8.11 110.30 24520.00 13242.00 14.16 1.01 111.32 0.00 1:19:41 D/M/Y:31/12/2095
4.237 8.11 110.30 24600.00 13287.00 14.21 1.01 111.82 0.00 1:19:57 D/M/Y:31/12/2095
4.239 8.11 110.20 24700.00 13342.00 14.28 1.01 112.08 0.00 1:20:12 D/M/Y:31/12/2095
4.246 8.11 110.20 24740.00 13364.00 14.31 1.01 110.74 0.00 1:20:28 D/M/Y:31/12/2095
4.247 8.11 110.20 24830.00 13411.00 14.36 1.01 111.83 0.00 1:20:44 D/M/Y:31/12/2095
4.241 8.11 110.10 24790.00 13390.00 14.34 1.01 112.53 0.00 1:21:0 D/M/Y:31/12/2095
4.239 8.11 110.20 24970.00 13483.00 14.44 1.01 111.65 0.00 1:21:14 D/M/Y:31/12/2095
4.298 8.11 110.10 25060.00 13532.00 14.50 1.01 112.16 0.00 1:21:30 D/M/Y:31/12/2095
4.168 8.11 110.30 25010.00 13507.00 14.47 1.01 110.99 0.00 1:21:46 D/M/Y:31/12/2095
4.181 8.11 110.30 24950.00 13477.00 14.44 1.01 111.23 0.00 1:22:2 D/M/Y:31/12/2095
4.187 8.11 110.20 24830.00 13413.00 14.36 1.01 112.83 0.00 1:22:18 D/M/Y:31/12/2095
4.193 8.11 110.20 24790.00 13391.00 14.34 1.01 110.79 0.00 1:22:34 D/M/Y:31/12/2095
4.201 8.11 110.20 24780.00 13385.00 14.33 1.01 112.74 0.00 1:22:50 D/M/Y:31/12/2095
4.204 8.11 110.00 24770.00 13376.00 14.32 1.01 113.09 0.00 1:23:6 D/M/Y:31/12/2095
4.203 8.11 110.10 24740.00 13362.00 14.30 1.01 112.86 0.00 1:23:22 D/M/Y:31/12/2095
4.200 8.11 110.00 24720.00 13352.00 14.29 1.01 111.29 0.00 1:23:38 D/M/Y:31/12/2095
4.201 8.11 110.10 24680.00 13331.00 14.27 1.01 111.63 0.00 1:23:54 D/M/Y:31/12/2095
4.200 8.11 110.30 24620.00 13299.00 14.23 1.01 112.26 0.00 1:24:10 D/M/Y:31/12/2095
4.219 8.11 110.10 24650.00 13315.00 14.25 1.01 111.75 0.00 1:24:26 D/M/Y:31/12/2095
4.207 8.11 110.20 24630.00 13300.00 14.23 1.01 110.63 0.00 1:24:42 D/M/Y:31/12/2095
4.198 8.11 110.20 24640.00 13305.00 14.24 1.01 111.73 0.00 1:24:58 D/M/Y:31/12/2095
4.211 8.11 110.10 24670.00 13324.00 14.26 1.01 111.66 0.00 1:25:13 D/M/Y:31/12/2095
4.203 8.11 110.20 24750.00 13366.00 14.30 1.01 108.88 0.00 1:25:29 D/M/Y:31/12/2095
4.217 8.11 110.20 24760.00 13375.00 14.31 1.01 111.49 0.00 1:25:45 D/M/Y:31/12/2095
4.221 8.11 110.30 24980.00 13493.00 14.45 1.01 113.10 0.00 1:26:1 D/M/Y:31/12/2095
4.223 8.11 110.30 25110.00 13562.00 14.53 1.01 111.62 0.00 1:26:18 D/M/Y:31/12/2095
4.225 8.11 110.20 25020.00 13515.00 14.48 1.01 112.63 0.00 1:26:34 D/M/Y:31/12/2095
4.223 8.11 110.00 25030.00 13517.00 14.48 1.01 112.28 0.00 1:26:48 D/M/Y:31/12/2095
4.218 8.11 110.20 25090.00 13549.00 14.52 1.01 111.77 0.00 1:27:4 D/M/Y:31/12/2095
4.212 8.12 110.20 25030.00 13516.00 14.48 1.01 111.90 0.00 1:27:20 D/M/Y:31/12/2095
4.207 8.12 110.10 24990.00 13499.00 14.46 1.01 113.34 0.00 1:27:36 D/M/Y:31/12/2095
4.206 8.11 110.10 25050.00 13529.00 14.49 1.01 112.73 0.00 1:27:52 D/M/Y:31/12/2095
4.204 8.12 110.00 24920.00 13460.00 14.41 1.01 113.55 0.00 1:28:8 D/M/Y:31/12/2095
4.203 8.12 110.00 25000.00 13501.00 14.46 1.01 111.56 0.00 1:28:24 D/M/Y:31/12/2095
4.206 8.12 110.00 24950.00 13476.00 14.43 1.01 111.78 0.00 1:28:40 D/M/Y:31/12/2095
4.200 8.12 110.00 24950.00 13475.00 14.43 1.01 111.69 0.00 1:28:56 D/M/Y:31/12/2095
4.198 8.11 110.00 24850.00 13422.00 14.37 1.01 112.51 0.00 1:29:12 D/M/Y:31/12/2095
4.195 8.11 110.10 25050.00 13528.00 14.49 1.01 111.75 0.00 1:29:28 D/M/Y:31/12/2095
4.193 8.12 110.10 25040.00 13524.00 14.49 1.01 112.27 0.00 1:29:44 D/M/Y:31/12/2095
4.192 8.12 110.10 25100.00 13554.00 14.52 1.01 112.98 0.00 1:30:0 D/M/Y:31/12/2095
