

TEMP PH ORP EC TDS SAL SG DO SAT TIME
11.018 3.98 177.60 0.00 0.00 0.00 1.00 11.26 102.10 5:4:13 D/M/Y:19/10/2017
11.186 3.98 177.70 0.00 0.00 0.00 1.00 11.48 104.50 5:9:14 D/M/Y:19/10/2017
11.013 3.98 177.50 0.00 0.00 0.00 1.00 11.49 104.20 5:14:14 D/M/Y:19/10/2017
11.214 3.98 177.80 0.00 0.00 0.00 1.00 11.44 104.30 5:19:15 D/M/Y:19/10/2017
10.899 3.98 177.80 0.00 0.00 0.00 1.00 11.44 103.50 5:24:16 D/M/Y:19/10/2017
11.323 3.98 178.10 0.00 0.00 0.00 1.00 11.30 103.30 5:29:16 D/M/Y:19/10/2017
11.495 3.98 177.90 0.00 0.00 0.00 1.00 11.43 104.40 5:34:17 D/M/Y:19/10/2017
13.447 4.00 177.90 0.00 0.00 0.00 1.00 11.41 109.30 5:39:18 D/M/Y:19/10/2017
14.350 4.01 178.30 0.00 0.00 0.00 1.00 11.50 112.50 5:44:18 D/M/Y:19/10/2017
14.657 4.01 178.70 0.00 0.00 0.00 1.00 10.72 105.50 5:49:19 D/M/Y:19/10/2017
14.936 4.02 179.20 0.00 0.00 0.00 1.00 10.71 106.10 5:54:20 D/M/Y:19/10/2017
15.106 4.01 179.50 0.00 0.00 0.00 1.00 10.36 103.00 5:59:20 D/M/Y:19/10/2017
15.264 4.01 179.70 0.00 0.00 0.00 1.00 10.45 104.20 6:4:21 D/M/Y:19/10/2017
15.262 4.01 179.50 0.00 0.00 0.00 1.00 10.29 102.70 6:9:22 D/M/Y:19/10/2017
15.278 4.00 179.70 0.00 0.00 0.00 1.00 10.56 105.40 6:14:22 D/M/Y:19/10/2017
15.497 4.01 180.00 0.00 0.00 0.00 1.00 10.31 103.40 6:19:23 D/M/Y:19/10/2017
15.491 4.01 180.40 0.00 0.00 0.00 1.00 10.45 104.70 6:24:24 D/M/Y:19/10/2017
15.625 4.01 180.80 0.00 0.00 0.00 1.00 10.34 104.00 6:29:24 D/M/Y:19/10/2017
15.901 4.01 180.90 0.00 0.00 0.00 1.00 10.19 103.00 6:34:25 D/M/Y:19/10/2017
15.896 4.01 181.10 0.00 0.00 0.00 1.00 10.05 101.60 6:39:26 D/M/Y:19/10/2017
16.029 4.00 180.90 0.00 0.00 0.00 1.00 10.49 106.30 6:44:26 D/M/Y:19/10/2017
16.263 4.01 181.20 0.00 0.00 0.00 1.00 10.19 103.80 6:49:27 D/M/Y:19/10/2017
16.392 4.01 181.20 0.00 0.00 0.00 1.00 10.24 104.60 6:54:28 D/M/Y:19/10/2017
16.236 4.01 180.90 0.00 0.00 0.00 1.00 10.11 103.30 6:59:28 D/M/Y:19/10/2017
16.411 4.01 181.00 0.00 0.00 0.00 1.00 10.01 102.30 7:4:29 D/M/Y:19/10/2017
16.421 4.00 181.00 0.00 0.00 0.00 1.00 9.98 102.00 7:9:30 D/M/Y:19/10/2017
16.579 4.00 181.00 0.00 0.00 0.00 1.00 9.96 101.90 7:14:30 D/M/Y:19/10/2017
16.608 4.00 180.80 0.00 0.00 0.00 1.00 9.97 102.30 7:19:31 D/M/Y:19/10/2017
16.767 4.00 180.90 0.00 0.00 0.00 1.00 10.01 103.00 7:24:31 D/M/Y:19/10/2017
16.758 4.00 180.90 0.00 0.00 0.00 1.00 9.99 102.80 7:29:32 D/M/Y:19/10/2017
16.988 4.00 180.70 0.00 0.00 0.00 1.00 10.00 103.40 7:34:33 D/M/Y:19/10/2017
17.033 4.00 180.40 0.00 0.00 0.00 1.00 9.90 102.50 7:39:33 D/M/Y:19/10/2017
17.073 4.00 180.30 0.00 0.00 0.00 1.00 9.93 102.90 7:44:34 D/M/Y:19/10/2017
17.074 4.00 179.90 0.00 0.00 0.00 1.00 9.91 102.70 7:49:35 D/M/Y:19/10/2017
17.233 4.00 179.90 0.00 0.00 0.00 1.00 9.90 103.00 7:54:35 D/M/Y:19/10/2017
17.253 4.00 179.40 0.00 0.00 0.00 1.00 9.83 102.30 7:59:36 D/M/Y:19/10/2017
17.228 4.00 179.30 0.00 0.00 0.00 1.00 9.71 100.90 8:4:37 D/M/Y:19/10/2017
17.250 4.00 179.00 0.00 0.00 0.00 1.00 9.68 100.70 8:9:37 D/M/Y:19/10/2017
17.273 4.00 178.30 0.00 0.00 0.00 1.00 9.98 103.90 8:14:38 D/M/Y:19/10/2017
17.286 4.00 178.30 0.00 0.00 0.00 1.00 9.62 100.10 8:19:39 D/M/Y:19/10/2017
17.278 4.00 178.10 0.00 0.00 0.00 1.00 9.70 101.00 8:24:39 D/M/Y:19/10/2017
17.289 4.00 177.70 0.00 0.00 0.00 1.00 9.78 101.80 8:29:40 D/M/Y:19/10/2017
17.292 3.99 177.30 0.00 0.00 0.00 1.00 9.71 101.10 8:34:41 D/M/Y:19/10/2017
17.315 4.00 176.90 0.00 0.00 0.00 1.00 9.75 101.60 8:39:41 D/M/Y:19/10/2017
17.315 4.00 176.80 0.00 0.00 0.00 1.00 9.78 101.80 8:44:42 D/M/Y:19/10/2017
17.333 4.00 176.10 0.00 0.00 0.00 1.00 9.68 100.90 8:49:43 D/M/Y:19/10/2017
17.366 3.99 176.10 0.00 0.00 0.00 1.00 9.81 102.30 8:54:43 D/M/Y:19/10/2017
17.386 4.00 175.60 0.00 0.00 0.00 1.00 9.81 102.30 8:59:44 D/M/Y:19/10/2017
17.373 3.99 175.30 0.00 0.00 0.00 1.00 9.75 101.70 9:4:45 D/M/Y:19/10/2017
17.365 3.99 174.90 0.00 0.00 0.00 1.00 9.64 100.50 9:9:45 D/M/Y:19/10/2017
17.361 3.99 174.30 0.00 0.00 0.00 1.00 9.78 102.00 9:14:46 D/M/Y:19/10/2017
17.362 3.99 174.20 0.00 0.00 0.00 1.00 9.78 102.00 9:19:47 D/M/Y:19/10/2017
17.366 3.99 173.70 0.00 0.00 0.00 1.00 9.68 101.00 9:24:47 D/M/Y:19/10/2017
17.351 3.99 173.60 0.00 0.00 0.00 1.00 9.77 101.90 9:29:48 D/M/Y:19/10/2017
17.334 3.99 173.00 0.00 0.00 0.00 1.00 9.59 99.90 9:34:49 D/M/Y:19/10/2017
17.358 3.99 172.70 0.00 0.00 0.00 1.00 9.75 101.60 9:39:49 D/M/Y:19/10/2017
17.374 3.99 172.20 0.00 0.00 0.00 1.00 9.62 100.30 9:44:50 D/M/Y:19/10/2017
17.401 3.99 171.90 0.00 0.00 0.00 1.00 9.60 100.10 9:49:51 D/M/Y:19/10/2017
17.427 3.99 171.90 0.00 0.00 0.00 1.00 9.69 101.20 9:54:51 D/M/Y:19/10/2017
17.477 3.99 171.50 0.00 0.00 0.00 1.00 9.60 100.30 9:59:52 D/M/Y:19/10/2017
17.491 3.99 171.10 0.00 0.00 0.00 1.00 9.76 102.00 10:4:53 D/M/Y:19/10/2017
17.661 3.99 171.00 0.00 0.00 0.00 1.00 9.51 99.50 10:9:53 D/M/Y:19/10/2017
17.638 3.99 170.60 0.00 0.00 0.00 1.00 9.64 101.10 10:14:54 D/M/Y:19/10/2017
17.628 3.99 170.40 0.00 0.00 0.00 1.00 9.54 100.00 10:19:55 D/M/Y:19/10/2017
17.634 3.99 169.90 0.00 0.00 0.00 1.00 9.63 101.00 10:24:55 D/M/Y:19/10/2017
17.617 3.99 169.80 0.00 0.00 0.00 1.00 9.52 99.80 10:29:56 D/M/Y:19/10/2017
17.612 3.99 169.60 0.00 0.00 0.00 1.00 9.53 99.90 10:34:57 D/M/Y:19/10/2017
17.752 3.99 169.60 0.00 0.00 0.00 1.00 9.63 101.30 10:39:57 D/M/Y:19/10/2017
17.763 3.99 169.30 0.00 0.00 0.00 1.00 9.45 99.40 10:44:58 D/M/Y:19/10/2017
17.770 3.99 169.00 0.00 0.00 0.00 1.00 9.48 99.70 10:49:58 D/M/Y:19/10/2017
17.934 3.99 169.00 0.00 0.00 0.00 1.00 9.58 100.70 10:54:59 D/M/Y:19/10/2017
17.769 3.99 169.00 0.00 0.00 0.00 1.00 9.50 100.20 11:0:0 D/M/Y:19/10/2017
17.772 3.99 168.80 0.00 0.00 0.00 1.00 9.59 100.90 11:5:0 D/M/Y:19/10/2017
17.796 3.99 168.80 0.00 0.00 0.00 1.00 9.59 100.80 11:10:1 D/M/Y:19/10/2017
17.804 3.99 168.50 0.00 0.00 0.00 1.00 9.61 101.10 11:15:2 D/M/Y:19/10/2017
17.826 3.99 168.50 0.00 0.00 0.00 1.00 9.45 99.50 11:20:2 D/M/Y:19/10/2017
17.827 3.98 168.40 0.00 0.00 0.00 1.00 9.60 101.10 11:25:3 D/M/Y:19/10/2017
17.573 3.98 168.30 0.00 0.00 0.00 1.00 9.53 99.80 11:30:4 D/M/Y:19/10/2017
17.870 3.99 168.20 0.00 0.00 0.00 1.00 9.45 99.60 11:35:4 D/M/Y:19/10/2017
17.840 3.99 168.10 0.00 0.00 0.00 1.00 9.56 100.70 11:40:5 D/M/Y:19/10/2017
17.827 3.98 168.30 0.00 0.00 0.00 1.00 9.60 101.00 11:45:6 D/M/Y:19/10/2017
17.855 3.98 168.20 0.00 0.00 0.00 1.00 9.55 100.60 11:50:7 D/M/Y:19/10/2017
17.679 3.98 168.20 0.00 0.00 0.00 1.00 9.62 100.90 11:55:7 D/M/Y:19/10/2017
17.658 3.98 168.30 0.00 0.00 0.00 1.00 9.66 101.40 12:0:8 D/M/Y:19/10/2017
17.806 3.98 168.60 0.00 0.00 0.00 1.00 9.53 100.00 12:5:9 D/M/Y:19/10/2017
17.774 3.98 169.10 0.00 0.00 0.00 1.00 9.50 99.90 12:10:9 D/M/Y:19/10/2017
17.559 3.97 169.30 0.00 0.00 0.00 1.00 9.40 98.40 12:15:10 D/M/Y:19/10/2017
17.400 3.97 169.80 0.00 0.00 0.00 1.00 9.73 101.50 12:20:11 D/M/Y:19/10/2017
17.388 3.97 170.10 0.00 0.00 0.00 1.00 9.66 100.80 12:25:11 D/M/Y:19/10/2017
17.367 3.97 170.60 0.00 0.00 0.00 1.00 9.75 101.70 12:30:12 D/M/Y:19/10/2017
17.205 3.96 171.30 0.00 0.00 0.00 1.00 9.79 102.00 12:35:13 D/M/Y:19/10/2017
17.208 3.96 172.10 0.00 0.00 0.00 1.00 9.71 101.00 12:40:13 D/M/Y:19/10/2017
17.194 3.96 173.10 0.00 0.00 0.00 1.00 9.76 101.40 12:45:14 D/M/Y:19/10/2017
17.036 3.95 173.90 0.00 0.00 0.00 1.00 9.53 98.70 12:50:15 D/M/Y:19/10/2017
17.024 3.96 174.80 0.00 0.00 0.00 1.00 9.69 100.30 12:55:15 D/M/Y:19/10/2017
17.048 3.96 176.00 0.00 0.00 0.00 1.00 9.66 100.00 13:0:16 D/M/Y:19/10/2017
17.011 3.96 176.80 0.00 0.00 0.00 1.00 9.57 99.10 13:5:17 D/M/Y:19/10/2017
17.004 3.95 178.20 0.00 0.00 0.00 1.00 9.68 100.20 13:10:17 D/M/Y:19/10/2017
16.987 3.95 179.70 0.00 0.00 0.00 1.00 9.50 98.30 13:15:18 D/M/Y:19/10/2017
16.941 3.95 180.80 0.00 0.00 0.00 1.00 9.73 100.60 13:20:19 D/M/Y:19/10/2017
16.812 3.95 182.20 0.00 0.00 0.00 1.00 9.71 100.10 13:25:19 D/M/Y:19/10/2017
16.810 3.95 183.60 0.00 0.00 0.00 1.00 9.66 99.60 13:30:20 D/M/Y:19/10/2017
16.819 3.95 185.00 0.00 0.00 0.00 1.00 9.64 99.40 13:35:21 D/M/Y:19/10/2017
16.833 3.95 186.60 0.00 0.00 0.00 1.00 9.72 100.20 13:40:22 D/M/Y:19/10/2017
16.824 3.94 188.20 0.00 0.00 0.00 1.00 9.61 99.10 13:45:22 D/M/Y:19/10/2017
16.813 3.95 189.40 0.00 0.00 0.00 1.00 9.72 100.20 13:50:23 D/M/Y:19/10/2017
16.826 3.94 191.10 0.00 0.00 0.00 1.00 9.56 98.50 13:55:24 D/M/Y:19/10/2017
16.869 3.94 192.40 0.00 0.00 0.00 1.00 9.66 99.70 14:0:24 D/M/Y:19/10/2017
16.671 3.94 193.70 0.00 0.00 0.00 1.00 9.62 98.80 14:5:25 D/M/Y:19/10/2017
16.675 3.94 195.20 0.00 0.00 0.00 1.00 9.76 100.30 14:10:26 D/M/Y:19/10/2017
16.704 3.94 196.60 0.00 0.00 0.00 1.00 9.69 99.60 14:15:26 D/M/Y:19/10/2017
16.742 3.94 198.20 0.00 0.00 0.00 1.00 9.72 100.00 14:20:27 D/M/Y:19/10/2017
16.720 3.94 199.40 0.00 0.00 0.00 1.00 9.50 97.80 14:25:28 D/M/Y:19/10/2017
16.720 3.94 201.20 0.00 0.00 0.00 1.00 9.66 99.40 14:30:28 D/M/Y:19/10/2017
16.721 3.94 202.50 0.00 0.00 0.00 1.00 9.67 99.40 14:35:29 D/M/Y:19/10/2017
16.877 3.94 203.70 0.00 0.00 0.00 1.00 9.57 98.40 14:40:30 D/M/Y:19/10/2017
16.906 3.94 204.90 0.00 0.00 0.00 1.00 9.57 98.80 14:45:31 D/M/Y:19/10/2017
17.157 3.94 206.40 0.00 0.00 0.00 1.00 9.63 100.00 14:50:31 D/M/Y:19/10/2017
17.134 3.94 207.60 0.00 0.00 0.00 1.00 9.54 99.00 14:55:32 D/M/Y:19/10/2017
17.424 3.95 208.60 0.00 0.00 0.00 1.00 9.25 96.60 15:0:33 D/M/Y:19/10/2017
17.831 3.95 209.30 0.00 0.00 0.00 1.00 9.41 99.00 15:5:34 D/M/Y:19/10/2017
18.173 3.96 210.10 0.00 0.00 0.00 1.00 9.24 98.00 15:10:34 D/M/Y:19/10/2017
20.847 3.99 210.70 0.00 0.00 0.00 1.00 9.23 103.30 15:15:35 D/M/Y:19/10/2017
22.148 4.00 211.00 0.00 0.00 0.00 1.00 9.12 104.70 15:20:36 D/M/Y:19/10/2017
22.150 4.00 211.70 0.00 0.00 0.00 1.00 9.06 104.00 15:25:37 D/M/Y:19/10/2017
22.448 4.00 212.20 0.00 0.00 0.00 1.00 9.07 104.60 15:30:37 D/M/Y:19/10/2017
22.466 4.00 212.20 0.00 0.00 0.00 1.00 9.01 104.00 15:35:38 D/M/Y:19/10/2017
22.472 4.00 212.20 0.00 0.00 0.00 1.00 9.01 104.00 15:40:39 D/M/Y:19/10/2017
22.065 4.00 212.10 0.00 0.00 0.00 1.00 8.99 102.90 15:45:39 D/M/Y:19/10/2017
21.545 3.99 212.30 0.00 0.00 0.00 1.00 9.12 103.50 15:50:40 D/M/Y:19/10/2017
21.345 3.98 212.10 0.00 0.00 0.00 1.00 9.09 102.70 15:55:41 D/M/Y:19/10/2017
21.380 3.99 211.90 0.00 0.00 0.00 1.00 9.08 102.60 16:0:41 D/M/Y:19/10/2017
21.575 3.99 211.70 0.00 0.00 0.00 1.00 9.13 103.60 16:5:42 D/M/Y:19/10/2017
21.540 3.99 211.20 0.00 0.00 0.00 1.00 9.15 103.70 16:10:43 D/M/Y:19/10/2017
21.687 3.99 211.10 0.00 0.00 0.00 1.00 8.99 102.00 16:15:43 D/M/Y:19/10/2017
21.391 3.99 210.80 0.00 0.00 0.00 1.00 8.96 101.30 16:20:44 D/M/Y:19/10/2017
21.607 3.99 210.60 0.00 0.00 0.00 1.00 9.05 102.80 16:25:45 D/M/Y:19/10/2017
21.406 3.99 210.20 0.00 0.00 0.00 1.00 9.06 102.50 16:30:46 D/M/Y:19/10/2017
21.228 3.99 209.80 0.00 0.00 0.00 1.00 9.09 102.40 16:35:46 D/M/Y:19/10/2017
21.007 3.98 209.70 0.00 0.00 0.00 1.00 9.02 101.20 16:40:47 D/M/Y:19/10/2017
20.211 3.98 209.10 0.00 0.00 0.00 1.00 8.91 98.80 16:45:48 D/M/Y:19/10/2017
20.756 3.98 208.90 0.00 0.00 0.00 1.00 9.10 101.60 16:50:48 D/M/Y:19/10/2017
20.289 3.98 208.70 0.00 0.00 0.00 1.00 9.11 101.10 16:55:49 D/M/Y:19/10/2017
19.985 3.98 208.40 0.00 0.00 0.00 1.00 9.16 100.70 17:0:50 D/M/Y:19/10/2017
19.003 3.97 207.90 0.00 0.00 0.00 1.00 9.22 99.40 17:5:50 D/M/Y:19/10/2017
18.318 3.95 207.50 0.00 0.00 0.00 1.00 9.44 100.40 17:10:51 D/M/Y:19/10/2017
17.708 3.94 206.90 0.00 0.00 0.00 1.00 9.69 101.80 17:15:52 D/M/Y:19/10/2017
17.237 3.95 206.50 0.00 0.00 0.00 1.00 9.73 101.20 17:20:52 D/M/Y:19/10/2017
17.215 3.95 206.60 0.00 0.00 0.00 1.00 9.68 100.60 17:25:53 D/M/Y:19/10/2017
17.241 3.95 206.00 0.00 0.00 0.00 1.00 9.64 100.30 17:30:54 D/M/Y:19/10/2017
17.040 3.95 206.00 0.00 0.00 0.00 1.00 9.82 101.70 17:35:54 D/M/Y:19/10/2017
16.669 3.95 205.40 0.00 0.00 0.00 1.00 9.81 100.80 17:40:55 D/M/Y:19/10/2017
16.644 3.95 205.50 0.00 0.00 0.00 1.00 9.95 102.20 17:45:56 D/M/Y:19/10/2017
17.597 3.96 204.70 0.00 0.00 0.00 1.00 9.92 103.60 17:50:56 D/M/Y:19/10/2017
17.993 3.97 204.50 0.00 0.00 0.00 1.00 9.92 104.80 17:55:57 D/M/Y:19/10/2017
18.230 3.97 204.90 0.00 0.00 0.00 1.00 9.48 100.70 18:0:58 D/M/Y:19/10/2017
18.257 3.98 204.70 0.00 0.00 0.00 1.00 9.48 100.60 18:5:59 D/M/Y:19/10/2017
18.274 3.98 204.70 0.00 0.00 0.00 1.00 9.47 100.60 18:10:59 D/M/Y:19/10/2017
18.289 3.97 204.50 0.00 0.00 0.00 1.00 9.63 102.30 18:16:0 D/M/Y:19/10/2017
18.310 3.98 204.00 0.00 0.00 0.00 1.00 9.60 102.00 18:21:1 D/M/Y:19/10/2017
18.323 3.98 203.40 0.00 0.00 0.00 1.00 9.52 101.30 18:26:1 D/M/Y:19/10/2017
18.354 3.98 203.00 0.00 0.00 0.00 1.00 9.46 100.60 18:31:2 D/M/Y:19/10/2017
18.348 3.98 202.80 0.00 0.00 0.00 1.00 9.60 102.10 18:36:3 D/M/Y:19/10/2017
18.362 3.98 202.30 0.00 0.00 0.00 1.00 9.41 100.10 18:41:3 D/M/Y:19/10/2017
18.400 3.97 201.80 0.00 0.00 0.00 1.00 9.61 102.30 18:46:4 D/M/Y:19/10/2017
18.594 3.98 201.30 0.00 0.00 0.00 1.00 9.45 101.00 18:51:5 D/M/Y:19/10/2017
18.585 3.98 200.80 0.00 0.00 0.00 1.00 9.58 102.40 18:56:5 D/M/Y:19/10/2017
18.429 3.98 200.30 0.00 0.00 0.00 1.00 9.56 102.10 19:1:6 D/M/Y:19/10/2017
18.575 3.98 199.70 0.00 0.00 0.00 1.00 9.56 102.30 19:6:7 D/M/Y:19/10/2017
18.733 3.98 199.30 0.00 0.00 0.00 1.00 9.34 99.90 19:11:7 D/M/Y:19/10/2017
18.761 3.98 198.50 0.00 0.00 0.00 1.00 9.49 101.80 19:16:8 D/M/Y:19/10/2017
18.785 3.98 198.10 0.00 0.00 0.00 1.00 9.37 100.60 19:21:9 D/M/Y:19/10/2017
18.779 3.98 197.60 0.00 0.00 0.00 1.00 9.50 101.90 19:26:9 D/M/Y:19/10/2017
18.778 3.98 196.80 0.00 0.00 0.00 1.00 9.46 101.50 19:31:10 D/M/Y:19/10/2017
18.785 3.98 196.40 0.00 0.00 0.00 1.00 9.46 101.50 19:36:11 D/M/Y:19/10/2017
18.776 3.98 195.60 0.00 0.00 0.00 1.00 9.48 101.70 19:41:11 D/M/Y:19/10/2017
18.790 3.98 195.20 0.00 0.00 0.00 1.00 9.26 99.40 19:46:12 D/M/Y:19/10/2017
18.817 3.98 194.60 0.00 0.00 0.00 1.00 9.45 101.50 19:51:13 D/M/Y:19/10/2017
18.811 3.98 193.80 0.00 0.00 0.00 1.00 9.41 101.10 19:56:13 D/M/Y:19/10/2017
18.786 3.98 193.20 0.00 0.00 0.00 1.00 9.45 101.50 20:1:14 D/M/Y:19/10/2017
18.801 3.98 192.40 0.00 0.00 0.00 1.00 9.46 101.60 20:6:15 D/M/Y:19/10/2017
18.949 3.99 191.80 0.00 0.00 0.00 1.00 9.38 101.00 20:11:15 D/M/Y:19/10/2017
18.990 3.99 191.20 0.00 0.00 0.00 1.00 9.22 99.30 20:16:16 D/M/Y:19/10/2017
19.134 3.99 190.60 0.00 0.00 0.00 1.00 9.39 101.60 20:21:17 D/M/Y:19/10/2017
19.152 3.99 189.80 0.00 0.00 0.00 1.00 9.32 100.80 20:26:17 D/M/Y:19/10/2017
19.182 3.99 189.40 0.00 0.00 0.00 1.00 9.38 101.40 20:31:18 D/M/Y:19/10/2017
19.206 3.99 188.50 0.00 0.00 0.00 1.00 9.18 99.30 20:36:19 D/M/Y:19/10/2017
19.207 3.99 187.60 0.00 0.00 0.00 1.00 9.38 101.60 20:41:19 D/M/Y:19/10/2017
19.197 3.99 187.00 0.00 0.00 0.00 1.00 9.30 100.70 20:46:20 D/M/Y:19/10/2017
19.196 3.99 185.90 0.00 0.00 0.00 1.00 9.43 102.00 20:51:21 D/M/Y:19/10/2017
19.193 3.99 185.10 0.00 0.00 0.00 1.00 9.27 100.40 20:56:21 D/M/Y:19/10/2017
19.191 3.99 184.30 0.00 0.00 0.00 1.00 9.42 102.00 21:1:22 D/M/Y:19/10/2017
19.189 3.99 183.60 0.00 0.00 0.00 1.00 9.25 100.10 21:6:23 D/M/Y:19/10/2017
19.182 3.98 182.80 0.00 0.00 0.00 1.00 9.38 101.50 21:11:23 D/M/Y:19/10/2017
19.164 3.98 182.00 0.00 0.00 0.00 1.00 9.41 101.80 21:16:24 D/M/Y:19/10/2017
19.151 3.98 181.30 0.00 0.00 0.00 1.00 9.20 99.50 21:21:25 D/M/Y:19/10/2017
19.144 3.99 180.50 0.00 0.00 0.00 1.00 9.40 101.60 21:26:25 D/M/Y:19/10/2017
19.143 3.98 179.60 0.00 0.00 0.00 1.00 9.20 99.50 21:31:26 D/M/Y:19/10/2017
19.125 3.98 178.90 0.00 0.00 0.00 1.00 9.29 100.40 21:36:27 D/M/Y:19/10/2017
19.100 3.98 178.20 0.00 0.00 0.00 1.00 9.31 100.60 21:41:27 D/M/Y:19/10/2017
19.081 3.98 177.50 0.00 0.00 0.00 1.00 9.21 99.50 21:46:28 D/M/Y:19/10/2017
19.067 3.98 176.60 0.00 0.00 0.00 1.00 9.37 101.10 21:51:29 D/M/Y:19/10/2017
19.056 3.99 175.90 0.00 0.00 0.00 1.00 9.38 101.20 21:56:29 D/M/Y:19/10/2017
19.048 3.99 175.20 0.00 0.00 0.00 1.00 9.43 101.80 22:1:30 D/M/Y:19/10/2017
19.031 3.99 174.50 0.00 0.00 0.00 1.00 9.23 99.60 22:6:31 D/M/Y:19/10/2017
19.020 3.98 173.90 0.00 0.00 0.00 1.00 9.29 100.10 22:11:31 D/M/Y:19/10/2017
18.995 3.98 173.30 0.00 0.00 0.00 1.00 9.40 101.40 22:16:32 D/M/Y:19/10/2017
18.986 3.98 172.50 0.00 0.00 0.00 1.00 9.34 100.70 22:21:33 D/M/Y:19/10/2017
18.974 3.98 171.80 0.00 0.00 0.00 1.00 9.33 100.50 22:26:33 D/M/Y:19/10/2017
18.968 3.98 171.20 0.00 0.00 0.00 1.00 9.35 100.80 22:31:34 D/M/Y:19/10/2017
18.964 3.98 170.60 0.00 0.00 0.00 1.00 9.38 101.00 22:36:35 D/M/Y:19/10/2017
18.964 3.98 169.80 0.00 0.00 0.00 1.00 9.28 99.90 22:41:35 D/M/Y:19/10/2017
18.943 3.98 169.30 0.00 0.00 0.00 1.00 9.47 102.00 22:46:36 D/M/Y:19/10/2017
18.926 3.98 168.60 0.00 0.00 0.00 1.00 9.28 100.00 22:51:37 D/M/Y:19/10/2017
18.920 3.98 168.00 0.00 0.00 0.00 1.00 9.30 100.10 22:56:37 D/M/Y:19/10/2017
18.900 3.98 167.50 0.00 0.00 0.00 1.00 9.25 99.60 23:1:38 D/M/Y:19/10/2017
18.890 3.98 167.00 0.00 0.00 0.00 1.00 9.39 101.00 23:6:39 D/M/Y:19/10/2017
18.882 3.98 166.50 0.00 0.00 0.00 1.00 9.30 100.00 23:11:39 D/M/Y:19/10/2017
18.864 3.98 165.90 0.00 0.00 0.00 1.00 9.36 100.70 23:16:40 D/M/Y:19/10/2017
18.716 3.98 165.40 0.00 0.00 0.00 1.00 9.41 101.20 23:21:41 D/M/Y:19/10/2017
18.853 3.98 165.00 0.00 0.00 0.00 1.00 9.35 100.50 23:26:41 D/M/Y:19/10/2017
18.848 3.98 164.40 0.00 0.00 0.00 1.00 9.29 99.80 23:31:42 D/M/Y:19/10/2017
18.821 3.98 163.80 0.00 0.00 0.00 1.00 9.28 99.70 23:36:43 D/M/Y:19/10/2017
18.803 3.98 163.50 0.00 0.00 0.00 1.00 9.34 100.30 23:41:43 D/M/Y:19/10/2017
18.774 3.98 163.10 0.00 0.00 0.00 1.00 9.40 100.90 23:46:44 D/M/Y:19/10/2017
18.752 3.98 162.60 0.00 0.00 0.00 1.00 9.30 99.80 23:51:45 D/M/Y:19/10/2017
18.729 3.98 162.00 0.00 0.00 0.00 1.00 9.29 99.60 23:56:45 D/M/Y:19/10/2017
18.693 3.98 161.80 0.00 0.00 0.00 1.00 9.41 100.80 0:1:46 D/M/Y:20/10/2017
18.680 3.98 161.10 0.00 0.00 0.00 1.00 9.33 99.90 0:6:47 D/M/Y:20/10/2017
18.541 3.98 160.70 0.00 0.00 0.00 1.00 9.39 100.40 0:11:47 D/M/Y:20/10/2017
18.516 3.98 160.50 0.00 0.00 0.00 1.00 9.48 101.20 0:16:48 D/M/Y:20/10/2017
18.473 3.98 160.00 0.00 0.00 0.00 1.00 9.47 101.10 0:21:49 D/M/Y:20/10/2017
18.435 3.98 159.80 0.00 0.00 0.00 1.00 9.51 101.40 0:26:49 D/M/Y:20/10/2017
18.284 3.98 159.20 0.00 0.00 0.00 1.00 9.41 100.20 0:31:50 D/M/Y:20/10/2017
18.288 3.97 158.90 0.00 0.00 0.00 1.00 9.51 101.10 0:36:51 D/M/Y:20/10/2017
18.257 3.98 158.50 0.00 0.00 0.00 1.00 9.42 100.10 0:41:51 D/M/Y:20/10/2017
18.241 3.98 158.20 0.00 0.00 0.00 1.00 9.43 100.10 0:46:52 D/M/Y:20/10/2017
18.237 3.98 157.90 0.00 0.00 0.00 1.00 9.40 99.80 0:51:53 D/M/Y:20/10/2017
18.188 3.98 157.50 0.00 0.00 0.00 1.00 9.53 101.10 0:56:53 D/M/Y:20/10/2017
18.013 3.98 157.20 0.00 0.00 0.00 1.00 9.64 102.20 1:1:54 D/M/Y:20/10/2017
18.025 3.98 156.90 0.00 0.00 0.00 1.00 9.44 99.70 1:6:55 D/M/Y:20/10/2017
18.013 3.97 156.40 0.00 0.00 0.00 1.00 9.49 100.20 1:11:55 D/M/Y:20/10/2017
17.980 3.98 156.20 0.00 0.00 0.00 1.00 9.58 101.20 1:16:56 D/M/Y:20/10/2017
17.846 3.97 155.90 0.00 0.00 0.00 1.00 9.66 101.80 1:21:57 D/M/Y:20/10/2017
17.807 3.98 155.60 0.00 0.00 0.00 1.00 9.58 100.80 1:26:57 D/M/Y:20/10/2017
17.766 3.97 155.20 0.00 0.00 0.00 1.00 9.62 101.20 1:31:58 D/M/Y:20/10/2017
17.618 3.97 154.50 0.00 0.00 0.00 1.00 9.61 100.70 1:36:59 D/M/Y:20/10/2017
17.463 3.97 154.40 0.00 0.00 0.00 1.00 9.55 100.00 1:41:59 D/M/Y:20/10/2017
17.469 3.97 154.30 0.00 0.00 0.00 1.00 9.67 101.00 1:47:0 D/M/Y:20/10/2017
