

TEMP PH ORP EC TDS SAL SG DO SAT TIME
17.433 3.97 153.90 0.00 0.00 0.00 1.00 9.61 100.30 1:52:1 D/M/Y:20/10/2017
17.258 3.97 153.70 0.00 0.00 0.00 1.00 9.74 101.70 1:57:1 D/M/Y:20/10/2017
17.254 3.97 153.30 0.00 0.00 0.00 1.00 9.73 101.20 2:2:2 D/M/Y:20/10/2017
17.065 3.97 152.90 0.00 0.00 0.00 1.00 9.65 100.40 2:7:3 D/M/Y:20/10/2017
17.085 3.97 152.80 0.00 0.00 0.00 1.00 9.67 100.20 2:12:3 D/M/Y:20/10/2017
17.064 3.97 152.50 0.00 0.00 0.00 1.00 9.77 101.30 2:17:4 D/M/Y:20/10/2017
16.872 3.97 152.30 0.00 0.00 0.00 1.00 9.66 100.00 2:22:5 D/M/Y:20/10/2017
16.873 3.97 152.10 0.00 0.00 0.00 1.00 9.81 101.30 2:27:5 D/M/Y:20/10/2017
16.711 3.97 152.00 0.00 0.00 0.00 1.00 9.75 100.50 2:32:6 D/M/Y:20/10/2017
16.694 3.97 151.90 0.00 0.00 0.00 1.00 9.79 100.70 2:37:7 D/M/Y:20/10/2017
16.671 3.97 151.60 0.00 0.00 0.00 1.00 9.71 99.80 2:42:7 D/M/Y:20/10/2017
16.521 3.97 151.50 0.00 0.00 0.00 1.00 9.87 101.10 2:47:8 D/M/Y:20/10/2017
16.352 3.97 151.30 0.00 0.00 0.00 1.00 9.81 100.40 2:52:9 D/M/Y:20/10/2017
16.339 3.97 151.00 0.00 0.00 0.00 1.00 9.93 101.30 2:57:9 D/M/Y:20/10/2017
16.297 3.97 151.00 0.00 0.00 0.00 1.00 9.86 100.50 3:2:10 D/M/Y:20/10/2017
16.129 3.97 150.80 0.00 0.00 0.00 1.00 9.94 101.00 3:7:11 D/M/Y:20/10/2017
15.852 3.97 150.30 0.00 0.00 0.00 1.00 9.91 100.40 3:12:11 D/M/Y:20/10/2017
15.644 3.96 150.10 0.00 0.00 0.00 1.00 10.27 103.70 3:17:12 D/M/Y:20/10/2017
15.368 3.96 150.10 0.00 0.00 0.00 1.00 10.30 103.00 3:22:13 D/M/Y:20/10/2017
13.601 3.94 149.70 0.00 0.00 0.00 1.00 10.80 103.90 3:27:13 D/M/Y:20/10/2017
12.868 3.94 149.90 0.00 0.00 0.00 1.00 10.86 102.80 3:32:14 D/M/Y:20/10/2017
12.856 3.94 150.80 0.00 0.00 0.00 1.00 10.80 102.20 3:37:15 D/M/Y:20/10/2017
12.695 3.94 152.40 0.00 0.00 0.00 1.00 10.89 102.60 3:42:15 D/M/Y:20/10/2017
12.663 3.95 153.60 0.00 0.00 0.00 1.00 10.68 100.60 3:47:16 D/M/Y:20/10/2017
12.893 3.96 154.40 0.00 0.00 0.00 1.00 10.68 101.10 3:52:17 D/M/Y:20/10/2017
13.062 3.96 154.80 0.00 0.00 0.00 1.00 10.64 100.80 3:57:17 D/M/Y:20/10/2017
12.714 3.96 155.60 0.00 0.00 0.00 1.00 10.80 101.90 4:2:18 D/M/Y:20/10/2017
12.236 3.96 156.30 0.00 0.00 0.00 1.00 10.70 99.90 4:7:19 D/M/Y:20/10/2017
11.986 3.96 156.80 0.00 0.00 0.00 1.00 10.81 100.30 4:12:19 D/M/Y:20/10/2017
11.658 3.96 157.10 0.00 0.00 0.00 1.00 11.00 101.30 4:17:20 D/M/Y:20/10/2017
11.464 3.96 157.60 0.00 0.00 0.00 1.00 11.13 102.00 4:22:21 D/M/Y:20/10/2017
11.472 3.96 157.90 0.00 0.00 0.00 1.00 11.25 103.10 4:27:21 D/M/Y:20/10/2017
10.823 3.96 158.20 0.00 0.00 0.00 1.00 11.02 99.60 4:32:22 D/M/Y:20/10/2017
10.685 3.96 158.30 0.00 0.00 0.00 1.00 11.20 101.20 4:37:23 D/M/Y:20/10/2017
11.522 3.97 158.80 0.00 0.00 0.00 1.00 10.97 100.70 4:42:23 D/M/Y:20/10/2017
12.118 3.98 159.50 0.00 0.00 0.00 1.00 11.22 104.40 4:47:24 D/M/Y:20/10/2017
12.447 3.98 160.50 0.00 0.00 0.00 1.00 10.90 102.20 4:52:25 D/M/Y:20/10/2017
12.287 3.98 160.70 0.00 0.00 0.00 1.00 10.91 102.20 4:57:25 D/M/Y:20/10/2017
12.441 3.98 161.30 0.00 0.00 0.00 1.00 11.07 103.70 5:2:26 D/M/Y:20/10/2017
12.431 3.99 161.60 0.00 0.00 0.00 1.00 11.08 103.90 5:7:27 D/M/Y:20/10/2017
12.443 3.98 162.10 0.00 0.00 0.00 1.00 11.06 103.60 5:12:27 D/M/Y:20/10/2017
12.602 3.98 162.90 0.00 0.00 0.00 1.00 11.05 103.90 5:17:28 D/M/Y:20/10/2017
12.773 3.98 163.40 0.00 0.00 0.00 1.00 10.87 102.30 5:22:29 D/M/Y:20/10/2017
12.596 3.98 163.90 0.00 0.00 0.00 1.00 10.69 100.60 5:27:29 D/M/Y:20/10/2017
12.280 3.98 164.70 0.00 0.00 0.00 1.00 11.08 103.40 5:32:30 D/M/Y:20/10/2017
11.905 3.98 165.30 0.00 0.00 0.00 1.00 10.87 100.70 5:37:31 D/M/Y:20/10/2017
11.940 3.97 165.90 0.00 0.00 0.00 1.00 11.15 103.20 5:42:31 D/M/Y:20/10/2017
11.604 3.97 166.40 0.00 0.00 0.00 1.00 10.91 100.40 5:47:32 D/M/Y:20/10/2017
11.432 3.97 166.90 0.00 0.00 0.00 1.00 10.91 100.20 5:52:33 D/M/Y:20/10/2017
11.251 3.97 167.30 0.00 0.00 0.00 1.00 11.03 101.00 5:57:33 D/M/Y:20/10/2017
11.104 3.97 167.40 0.00 0.00 0.00 1.00 11.11 101.00 6:2:34 D/M/Y:20/10/2017
11.095 3.97 167.70 0.00 0.00 0.00 1.00 11.12 101.00 6:7:35 D/M/Y:20/10/2017
10.925 3.97 167.80 0.00 0.00 0.00 1.00 11.29 102.20 6:12:35 D/M/Y:20/10/2017
10.653 3.97 168.10 0.00 0.00 0.00 1.00 11.29 101.60 6:17:36 D/M/Y:20/10/2017
13.410 3.99 168.40 0.00 0.00 0.00 1.00 11.16 106.80 6:22:37 D/M/Y:20/10/2017
13.855 4.00 168.60 0.00 0.00 0.00 1.00 11.20 108.30 6:27:37 D/M/Y:20/10/2017
14.044 4.00 169.10 0.00 0.00 0.00 1.00 10.93 106.20 6:32:38 D/M/Y:20/10/2017
14.243 4.00 169.70 0.00 0.00 0.00 1.00 10.81 105.50 6:37:39 D/M/Y:20/10/2017
14.534 4.00 170.30 0.00 0.00 0.00 1.00 10.36 101.70 6:42:39 D/M/Y:20/10/2017
14.773 4.01 170.30 0.00 0.00 0.00 1.00 10.28 101.40 6:47:40 D/M/Y:20/10/2017
14.781 4.00 170.40 0.00 0.00 0.00 1.00 10.43 103.00 6:52:41 D/M/Y:20/10/2017
15.026 4.00 170.70 0.00 0.00 0.00 1.00 10.31 102.10 6:57:41 D/M/Y:20/10/2017
14.867 4.00 171.00 0.00 0.00 0.00 1.00 10.42 103.30 7:2:42 D/M/Y:20/10/2017
14.889 4.00 171.40 0.00 0.00 0.00 1.00 10.29 101.80 7:7:42 D/M/Y:20/10/2017
15.022 4.00 171.50 0.00 0.00 0.00 1.00 10.18 101.10 7:12:43 D/M/Y:20/10/2017
15.033 4.00 172.10 0.00 0.00 0.00 1.00 10.33 102.50 7:17:44 D/M/Y:20/10/2017
15.027 4.00 171.90 0.00 0.00 0.00 1.00 10.28 102.00 7:22:44 D/M/Y:20/10/2017
15.192 4.00 172.00 0.00 0.00 0.00 1.00 10.17 101.00 7:27:45 D/M/Y:20/10/2017
15.399 4.00 172.20 0.00 0.00 0.00 1.00 10.07 100.70 7:32:46 D/M/Y:20/10/2017
15.384 4.00 172.30 0.00 0.00 0.00 1.00 10.10 101.00 7:37:46 D/M/Y:20/10/2017
15.568 4.00 172.30 0.00 0.00 0.00 1.00 10.20 102.40 7:42:47 D/M/Y:20/10/2017


TEMP PH ORP EC TDS SAL SG DO SAT TIME
23.230 3.97 105.70 0.00 0.00 0.00 1.00 8.58 100.50 1:25:26 D/M/Y:25/10/2017
23.434 3.97 104.70 0.00 0.00 0.00 1.00 8.72 102.50 1:30:26 D/M/Y:25/10/2017
23.686 3.97 110.20 0.00 0.00 0.00 1.00 8.41 99.30 1:35:27 D/M/Y:25/10/2017
23.903 3.97 118.20 0.00 0.00 0.00 1.00 8.93 106.00 1:40:27 D/M/Y:25/10/2017
24.090 3.98 120.90 0.00 0.00 0.00 1.00 8.76 104.30 1:45:28 D/M/Y:25/10/2017
24.073 3.97 122.20 0.00 0.00 0.00 1.00 8.69 103.30 1:50:29 D/M/Y:25/10/2017
23.466 3.97 122.80 0.00 0.00 0.00 1.00 8.66 102.20 1:55:29 D/M/Y:25/10/2017
23.022 3.96 123.70 0.00 0.00 0.00 1.00 8.65 100.80 2:0:30 D/M/Y:25/10/2017
23.390 3.96 124.90 0.00 0.00 0.00 1.00 8.75 102.70 2:5:31 D/M/Y:25/10/2017
20.958 3.93 125.00 0.00 0.00 0.00 1.00 8.82 99.00 2:10:31 D/M/Y:25/10/2017
20.562 3.93 125.50 0.00 0.00 0.00 1.00 9.07 100.90 2:15:32 D/M/Y:25/10/2017
20.586 3.93 126.20 0.00 0.00 0.00 1.00 9.19 102.20 2:20:33 D/M/Y:25/10/2017
21.119 3.94 126.50 0.00 0.00 0.00 1.00 9.12 102.60 2:25:33 D/M/Y:25/10/2017
21.148 3.94 127.10 0.00 0.00 0.00 1.00 9.05 101.80 2:30:34 D/M/Y:25/10/2017
19.708 6.95 116.50 12010.00 6485.00 6.84 1.01 8.78 96.10 2:35:35 D/M/Y:25/10/2017
19.529 7.43 98.90 17760.00 9592.00 10.45 1.01 7.85 85.60 2:40:35 D/M/Y:25/10/2017
19.526 7.45 92.30 17810.00 9618.00 10.48 1.01 7.75 84.50 2:45:36 D/M/Y:25/10/2017
19.525 7.46 88.30 17750.00 9585.00 10.44 1.01 7.95 86.60 2:50:37 D/M/Y:25/10/2017
19.525 7.47 85.90 17680.00 9549.00 10.40 1.01 8.01 87.30 2:55:38 D/M/Y:25/10/2017
19.506 7.47 84.10 17620.00 9516.00 10.36 1.01 7.85 85.60 3:0:38 D/M/Y:25/10/2017
19.500 7.47 83.00 17630.00 9523.00 10.37 1.01 7.74 84.30 3:5:39 D/M/Y:25/10/2017
19.563 7.47 82.10 17610.00 9510.00 10.36 1.01 7.71 83.90 3:10:40 D/M/Y:25/10/2017
19.402 7.47 81.20 17590.00 9499.00 10.34 1.01 7.61 83.00 3:15:40 D/M/Y:25/10/2017
19.427 7.47 80.90 17610.00 9511.00 10.36 1.01 7.63 82.90 3:20:41 D/M/Y:25/10/2017
19.439 7.48 80.30 17570.00 9491.00 10.33 1.01 7.66 83.30 3:25:42 D/M/Y:25/10/2017
19.287 7.47 79.80 17540.00 9472.00 10.31 1.01 7.60 82.70 3:30:42 D/M/Y:25/10/2017
19.464 7.48 79.50 17500.00 9453.00 10.29 1.01 7.63 83.00 3:35:43 D/M/Y:25/10/2017
19.453 7.48 79.10 17480.00 9441.00 10.27 1.01 7.66 83.40 3:40:44 D/M/Y:25/10/2017
19.405 7.47 79.30 17460.00 9431.00 10.26 1.01 7.45 81.90 3:45:44 D/M/Y:25/10/2017
19.419 7.47 80.00 17460.00 9428.00 10.26 1.01 7.47 81.20 3:50:45 D/M/Y:25/10/2017
19.410 7.46 80.10 17420.00 9409.00 10.24 1.01 7.43 80.80 3:55:46 D/M/Y:25/10/2017
19.403 7.45 80.40 17400.00 9399.00 10.22 1.01 7.45 81.00 4:0:47 D/M/Y:25/10/2017
19.390 7.45 80.80 17400.00 9398.00 10.22 1.01 7.20 78.20 4:5:47 D/M/Y:25/10/2017
19.385 7.45 81.10 17390.00 9395.00 10.22 1.01 7.26 78.80 4:10:48 D/M/Y:25/10/2017
19.366 7.44 81.20 17380.00 9386.00 10.21 1.01 7.15 77.70 4:15:49 D/M/Y:25/10/2017
19.334 7.44 81.00 17370.00 9384.00 10.21 1.01 7.29 79.20 4:20:49 D/M/Y:25/10/2017
19.313 7.42 80.90 17350.00 9372.00 10.19 1.01 7.24 78.60 4:25:50 D/M/Y:25/10/2017
19.161 7.41 81.20 17340.00 9364.00 10.18 1.01 7.03 76.30 4:30:51 D/M/Y:25/10/2017
19.190 7.41 81.40 17380.00 9390.00 10.21 1.01 6.70 72.50 4:35:51 D/M/Y:25/10/2017
19.194 7.40 81.10 17340.00 9368.00 10.19 1.01 6.94 75.20 4:40:52 D/M/Y:25/10/2017
19.197 7.38 81.20 17340.00 9366.00 10.18 1.01 6.84 74.00 4:45:53 D/M/Y:25/10/2017
19.188 7.39 81.10 17330.00 9363.00 10.18 1.01 6.67 72.20 4:50:53 D/M/Y:25/10/2017
19.163 7.37 80.90 17300.00 9343.00 10.16 1.01 6.78 73.30 4:55:54 D/M/Y:25/10/2017
19.144 7.36 80.70 17300.00 9345.00 10.16 1.01 6.67 72.20 5:0:55 D/M/Y:25/10/2017
19.129 7.35 80.50 17310.00 9350.00 10.16 1.01 6.50 70.20 5:5:56 D/M/Y:25/10/2017
19.099 7.33 80.40 17290.00 9336.00 10.15 1.01 6.54 70.70 5:10:56 D/M/Y:25/10/2017
19.083 7.33 79.90 17280.00 9334.00 10.14 1.01 6.43 69.50 5:15:57 D/M/Y:25/10/2017
19.062 7.31 79.60 17260.00 9322.00 10.13 1.01 6.34 68.50 5:20:58 D/M/Y:25/10/2017
19.043 7.31 79.40 17260.00 9321.00 10.13 1.01 6.25 67.40 5:25:58 D/M/Y:25/10/2017
19.011 7.31 79.40 17270.00 9326.00 10.13 1.01 6.09 65.70 5:30:59 D/M/Y:25/10/2017
18.975 7.29 78.70 17230.00 9307.00 10.11 1.01 6.22 67.10 5:36:0 D/M/Y:25/10/2017
18.943 7.27 78.00 17220.00 9302.00 10.11 1.01 6.08 65.50 5:41:0 D/M/Y:25/10/2017
18.900 7.27 77.90 17220.00 9302.00 10.11 1.01 6.00 64.60 5:46:1 D/M/Y:25/10/2017
18.724 7.26 77.10 17210.00 9296.00 10.10 1.01 6.10 65.70 5:51:2 D/M/Y:25/10/2017
18.841 7.25 76.80 17250.00 9315.00 10.12 1.01 5.95 63.90 5:56:2 D/M/Y:25/10/2017
18.828 7.25 77.20 17200.00 9293.00 10.09 1.01 5.72 61.50 6:1:3 D/M/Y:25/10/2017
18.644 7.24 76.90 17190.00 9285.00 10.09 1.01 5.90 63.40 6:6:4 D/M/Y:25/10/2017
18.662 7.23 75.80 17190.00 9287.00 10.09 1.01 5.89 63.10 6:11:5 D/M/Y:25/10/2017
18.663 7.22 75.50 17180.00 9279.00 10.08 1.01 5.52 59.10 6:16:5 D/M/Y:25/10/2017
18.656 7.21 75.20 17170.00 9274.00 10.07 1.01 5.57 59.70 6:21:6 D/M/Y:25/10/2017
18.637 7.21 74.30 17150.00 9263.00 10.06 1.01 5.70 61.00 6:26:7 D/M/Y:25/10/2017
18.628 7.20 73.60 17130.00 9254.00 10.05 1.01 5.53 59.20 6:31:7 D/M/Y:25/10/2017
18.616 7.20 73.10 17160.00 9269.00 10.06 1.01 5.40 57.80 6:36:8 D/M/Y:25/10/2017
18.621 7.20 72.90 17150.00 9262.00 10.06 1.01 5.58 59.70 6:41:9 D/M/Y:25/10/2017
18.590 7.19 72.30 17090.00 9233.00 10.02 1.01 5.55 59.40 6:46:9 D/M/Y:25/10/2017
18.553 7.17 71.80 17060.00 9217.00 10.00 1.01 5.42 58.00 6:51:10 D/M/Y:25/10/2017
18.517 7.17 71.20 17050.00 9211.00 10.00 1.01 5.35 57.20 6:56:11 D/M/Y:25/10/2017
18.419 7.16 71.00 17030.00 9197.00 9.98 1.01 5.29 56.50 7:1:11 D/M/Y:25/10/2017
18.394 7.15 70.00 17010.00 9190.00 9.97 1.01 5.24 55.80 7:6:12 D/M/Y:25/10/2017
18.368 7.14 68.30 17000.00 9180.00 9.96 1.01 5.23 55.70 7:11:13 D/M/Y:25/10/2017
18.354 7.13 68.60 16970.00 9164.00 9.94 1.01 4.98 53.00 7:16:13 D/M/Y:25/10/2017
18.340 7.13 69.00 16970.00 9166.00 9.94 1.01 4.72 50.20 7:21:14 D/M/Y:25/10/2017
18.394 7.13 68.90 16970.00 9164.00 9.94 1.01 4.91 52.20 7:26:15 D/M/Y:25/10/2017
18.266 7.12 68.40 16970.00 9164.00 9.94 1.01 4.96 52.70 7:31:15 D/M/Y:25/10/2017
18.088 7.11 67.60 16890.00 9125.00 9.89 1.01 4.82 51.20 7:36:16 D/M/Y:25/10/2017
18.132 7.10 66.90 16930.00 9145.00 9.91 1.01 4.80 50.80 7:41:17 D/M/Y:25/10/2017
18.117 7.10 66.70 16910.00 9136.00 9.90 1.01 4.50 47.70 7:46:18 D/M/Y:25/10/2017
18.118 7.10 66.90 16900.00 9129.00 9.90 1.01 4.44 47.00 7:51:18 D/M/Y:25/10/2017
18.093 7.09 65.50 16860.00 9105.00 9.87 1.01 4.76 50.40 7:56:19 D/M/Y:25/10/2017
17.760 7.08 64.40 16780.00 9064.00 9.82 1.01 4.60 48.70 8:1:20 D/M/Y:25/10/2017
17.944 7.07 64.50 16810.00 9081.00 9.84 1.01 4.17 44.00 8:6:20 D/M/Y:25/10/2017
17.939 7.07 64.50 16800.00 9072.00 9.83 1.01 4.23 44.60 8:11:21 D/M/Y:25/10/2017
17.906 7.07 63.70 16780.00 9064.00 9.82 1.01 4.25 44.80 8:16:22 D/M/Y:25/10/2017
17.878 7.06 63.00 16750.00 9047.00 9.80 1.01 4.25 44.80 8:21:22 D/M/Y:25/10/2017
17.715 7.05 62.70 16710.00 9025.00 9.77 1.01 4.10 43.20 8:26:23 D/M/Y:25/10/2017
17.731 7.05 61.70 16780.00 9063.00 9.81 1.01 4.07 42.80 8:31:24 D/M/Y:25/10/2017
17.778 7.06 8.70 16810.00 9081.00 9.83 1.01 4.34 45.60 8:36:24 D/M/Y:25/10/2017
17.780 7.06 -48.80 16790.00 9067.00 9.82 1.01 4.14 43.60 8:41:25 D/M/Y:25/10/2017
17.772 7.05 -17.90 16730.00 9039.00 9.79 1.01 4.18 44.00 8:46:26 D/M/Y:25/10/2017
17.632 7.05 -16.90 16730.00 9036.00 9.78 1.01 3.98 41.80 8:51:26 D/M/Y:25/10/2017
17.646 7.06 -17.20 16810.00 9078.00 9.83 1.01 4.32 45.30 8:56:27 D/M/Y:25/10/2017
17.675 7.06 -37.90 16820.00 9087.00 9.84 1.01 4.20 44.00 9:1:28 D/M/Y:25/10/2017
17.693 7.06 -37.80 16860.00 9108.00 9.87 1.01 4.36 45.80 9:6:28 D/M/Y:25/10/2017
17.537 7.10 -17.40 16560.00 8943.00 9.67 1.01 4.55 47.80 9:11:29 D/M/Y:25/10/2017
17.344 7.17 -8.40 14810.00 7999.00 8.57 1.01 5.42 56.70 9:16:30 D/M/Y:25/10/2017
17.549 7.08 -8.20 16680.00 9012.00 9.75 1.01 5.02 52.50 9:21:30 D/M/Y:25/10/2017
17.536 7.14 -0.70 15450.00 8344.00 8.97 1.01 5.08 53.20 9:26:31 D/M/Y:25/10/2017
17.957 7.10 6.60 16290.00 8800.00 9.51 1.01 4.91 51.80 9:31:32 D/M/Y:25/10/2017
18.291 7.17 14.10 15350.00 8293.00 8.92 1.01 5.01 53.20 9:36:32 D/M/Y:25/10/2017
18.254 7.19 9.60 15810.00 8538.00 9.20 1.01 5.50 58.40 9:41:33 D/M/Y:25/10/2017
17.744 7.12 15.70 15830.00 8550.00 9.21 1.01 5.06 53.20 9:46:34 D/M/Y:25/10/2017
18.064 7.15 19.90 15930.00 8604.00 9.28 1.01 5.19 54.90 9:51:35 D/M/Y:25/10/2017
18.251 7.19 22.80 16050.00 8670.00 9.36 1.01 5.44 57.80 9:56:35 D/M/Y:25/10/2017
18.438 7.22 28.60 16210.00 8756.00 9.46 1.01 5.28 56.10 10:1:36 D/M/Y:25/10/2017
18.111 7.20 31.70 16110.00 8704.00 9.40 1.01 5.42 57.30 10:6:37 D/M/Y:25/10/2017
18.118 7.19 34.40 16000.00 8645.00 9.33 1.01 5.17 54.80 10:11:37 D/M/Y:25/10/2017
18.146 7.20 36.50 16050.00 8670.00 9.36 1.01 5.11 54.10 10:16:38 D/M/Y:25/10/2017
18.296 7.24 34.60 16290.00 8799.00 9.51 1.01 5.62 59.60 10:21:39 D/M/Y:25/10/2017
18.477 7.29 36.00 16880.00 9117.00 9.88 1.01 5.99 63.90 10:26:39 D/M/Y:25/10/2017
18.457 7.29 39.60 16650.00 8992.00 9.74 1.01 5.79 61.80 10:31:40 D/M/Y:25/10/2017
18.243 7.26 37.90 16500.00 8910.00 9.64 1.01 5.78 61.40 10:36:41 D/M/Y:25/10/2017
18.223 7.28 38.30 16640.00 8988.00 9.73 1.01 5.87 62.50 10:41:41 D/M/Y:25/10/2017
18.629 7.35 39.60 17170.00 9276.00 10.07 1.01 6.31 67.50 10:46:42 D/M/Y:25/10/2017
18.919 7.37 41.00 17430.00 9413.00 10.24 1.01 6.40 68.90 10:51:43 D/M/Y:25/10/2017
18.862 7.37 43.60 17380.00 9389.00 10.21 1.01 6.01 64.70 10:56:43 D/M/Y:25/10/2017
18.830 7.37 45.50 17510.00 9459.00 10.29 1.01 5.93 63.80 11:1:44 D/M/Y:25/10/2017
19.007 7.38 45.40 17630.00 9523.00 10.37 1.01 6.44 69.20 11:6:45 D/M/Y:25/10/2017
18.911 7.40 45.00 17670.00 9546.00 10.39 1.01 6.66 71.60 11:11:45 D/M/Y:25/10/2017
18.682 7.41 44.00 17620.00 9519.00 10.36 1.01 6.73 72.10 11:16:46 D/M/Y:25/10/2017
18.712 7.41 45.80 18050.00 9751.00 10.64 1.01 6.67 71.70 11:21:47 D/M/Y:25/10/2017
18.753 7.41 48.00 17830.00 9632.00 10.49 1.01 6.41 68.70 11:26:47 D/M/Y:25/10/2017
18.786 7.41 49.70 17920.00 9678.00 10.55 1.01 6.08 65.30 11:31:48 D/M/Y:25/10/2017
18.825 7.42 50.10 18090.00 9772.00 10.66 1.01 6.40 68.70 11:36:49 D/M/Y:25/10/2017
18.820 7.43 51.10 18010.00 9727.00 10.61 1.01 6.58 70.70 11:41:49 D/M/Y:25/10/2017
19.031 7.43 51.80 18150.00 9805.00 10.70 1.01 6.57 70.60 11:46:50 D/M/Y:25/10/2017
18.877 7.43 53.40 18060.00 9753.00 10.64 1.01 6.24 67.10 11:51:51 D/M/Y:25/10/2017
18.890 7.43 54.10 18350.00 9909.00 10.82 1.01 6.54 70.40 11:56:51 D/M/Y:25/10/2017
19.127 7.43 54.90 18310.00 9888.00 10.80 1.01 6.55 70.80 12:1:52 D/M/Y:25/10/2017
19.105 7.43 55.70 18250.00 9858.00 10.77 1.01 6.23 67.40 12:6:53 D/M/Y:25/10/2017
19.053 7.42 53.30 18220.00 9839.00 10.74 1.01 6.46 69.70 12:11:53 D/M/Y:25/10/2017
19.067 7.43 55.60 18340.00 9903.00 10.82 1.01 6.72 72.60 12:16:54 D/M/Y:25/10/2017
19.084 7.43 56.70 18360.00 9915.00 10.83 1.01 6.27 67.70 12:21:55 D/M/Y:25/10/2017
19.082 7.43 57.50 18340.00 9907.00 10.82 1.01 6.35 68.50 12:26:55 D/M/Y:25/10/2017
19.082 7.43 58.30 18350.00 9909.00 10.83 1.01 6.54 70.70 12:31:56 D/M/Y:25/10/2017
19.062 7.44 58.80 18330.00 9903.00 10.82 1.01 6.59 71.20 12:36:57 D/M/Y:25/10/2017
19.043 7.44 58.00 18290.00 9880.00 10.79 1.01 6.62 71.40 12:41:58 D/M/Y:25/10/2017
19.018 7.44 54.70 18280.00 9871.00 10.78 1.01 6.74 72.70 12:46:58 D/M/Y:25/10/2017
19.003 7.44 52.70 18270.00 9869.00 10.78 1.01 6.50 70.00 12:51:59 D/M/Y:25/10/2017
18.972 7.45 52.50 18250.00 9860.00 10.77 1.01 6.92 74.60 12:57:0 D/M/Y:25/10/2017
18.838 7.45 55.20 18230.00 9844.00 10.75 1.01 6.80 73.20 13:2:0 D/M/Y:25/10/2017
18.857 7.45 55.30 18280.00 9873.00 10.78 1.01 6.63 71.20 13:7:1 D/M/Y:25/10/2017
18.815 7.45 55.70 18220.00 9843.00 10.74 1.01 6.96 74.80 13:12:2 D/M/Y:25/10/2017
18.828 7.46 54.60 18150.00 9804.00 10.70 1.01 7.18 77.10 13:17:2 D/M/Y:25/10/2017
18.836 7.46 55.00 18160.00 9810.00 10.71 1.01 6.65 71.40 13:22:3 D/M/Y:25/10/2017
18.847 7.46 52.60 18130.00 9791.00 10.68 1.01 6.78 72.90 13:27:4 D/M/Y:25/10/2017
18.840 7.46 53.20 18100.00 9774.00 10.66 1.01 6.63 71.20 13:32:4 D/M/Y:25/10/2017
18.681 7.45 53.20 18080.00 9766.00 10.65 1.01 6.97 74.90 13:37:5 D/M/Y:25/10/2017
18.735 7.46 55.10 18100.00 9777.00 10.66 1.01 6.49 69.50 13:42:6 D/M/Y:25/10/2017
18.740 7.46 56.50 18050.00 9749.00 10.63 1.01 6.67 71.60 13:47:6 D/M/Y:25/10/2017
18.746 7.46 58.50 18030.00 9741.00 10.62 1.01 6.85 73.50 13:52:7 D/M/Y:25/10/2017
18.707 7.46 60.00 18060.00 9756.00 10.64 1.01 6.65 71.40 13:57:8 D/M/Y:25/10/2017
18.704 7.46 60.20 18070.00 9758.00 10.64 1.01 7.09 76.00 14:2:8 D/M/Y:25/10/2017
18.502 7.47 60.90 18060.00 9754.00 10.64 1.01 6.95 74.50 14:7:9 D/M/Y:25/10/2017
18.541 7.48 61.60 17960.00 9701.00 10.57 1.01 6.95 74.20 14:12:10 D/M/Y:25/10/2017
18.583 7.47 62.50 18060.00 9753.00 10.64 1.01 6.85 73.20 14:17:10 D/M/Y:25/10/2017
18.588 7.47 63.20 18030.00 9741.00 10.62 1.01 7.02 75.00 14:22:11 D/M/Y:25/10/2017
18.588 7.46 63.80 18000.00 9724.00 10.60 1.01 6.38 68.20 14:27:12 D/M/Y:25/10/2017
18.591 7.47 64.60 18000.00 9723.00 10.60 1.01 6.89 73.70 14:32:12 D/M/Y:25/10/2017
18.577 7.47 65.10 17880.00 9657.00 10.52 1.01 7.17 76.70 14:37:13 D/M/Y:25/10/2017
18.463 7.47 65.90 17940.00 9688.00 10.56 1.01 6.86 73.40 14:42:14 D/M/Y:25/10/2017
18.482 7.47 66.10 17930.00 9686.00 10.56 1.01 7.02 74.90 14:47:14 D/M/Y:25/10/2017
18.503 7.47 66.50 17900.00 9668.00 10.53 1.01 7.14 76.20 14:52:15 D/M/Y:25/10/2017
18.493 7.47 66.90 17890.00 9664.00 10.53 1.01 7.04 75.10 14:57:16 D/M/Y:25/10/2017
18.484 7.47 67.30 17890.00 9664.00 10.53 1.01 6.93 73.90 15:2:16 D/M/Y:25/10/2017
18.463 7.48 67.70 17870.00 9651.00 10.51 1.01 6.76 72.10 15:7:17 D/M/Y:25/10/2017
18.462 7.47 68.40 17890.00 9664.00 10.53 1.01 6.72 71.70 15:12:18 D/M/Y:25/10/2017
18.454 7.47 68.60 17950.00 9695.00 10.57 1.01 6.79 72.40 15:17:18 D/M/Y:25/10/2017
18.438 7.47 69.20 18000.00 9720.00 10.59 1.01 6.66 71.00 15:22:19 D/M/Y:25/10/2017
18.431 7.46 69.40 18010.00 9726.00 10.60 1.01 6.39 68.10 15:27:20 D/M/Y:25/10/2017
18.412 7.47 69.80 17900.00 9670.00 10.54 1.01 6.89 73.50 15:32:20 D/M/Y:25/10/2017
18.407 7.46 70.30 18040.00 9743.00 10.62 1.01 6.81 72.60 15:37:21 D/M/Y:25/10/2017
18.236 7.46 70.60 18010.00 9728.00 10.60 1.01 6.65 70.90 15:42:22 D/M/Y:25/10/2017
